Id,Term,Location Capacity,Name,Building Number,Room Number 
033-0289,2202 ,24,033 Fisher Science,033,0289
033-0289,2222 ,24,033 Fisher Science,033,0289
033-0289,2224 ,24,033 Fisher Science,033,0289
033-0351,2182 ,24,033 Fisher Science,033,0351
033-0351,2184 ,24,033 Fisher Science,033,0351
033-0351,2188 ,24,033 Fisher Science,033,0351
033-0351,2192 ,24,033 Fisher Science,033,0351
033-0351,2194 ,24,033 Fisher Science,033,0351
033-0351,2196 ,24,033 Fisher Science,033,0351
033-0351,2198 ,24,033 Fisher Science,033,0351
033-0351,2202 ,24,033 Fisher Science,033,0351
033-0351,2212 ,24,033 Fisher Science,033,0351
033-0351,2214 ,24,033 Fisher Science,033,0351
033-0351,2218 ,24,033 Fisher Science,033,0351
033-0351,2222 ,24,033 Fisher Science,033,0351
033-0351,2224 ,24,033 Fisher Science,033,0351
033-0354,2182 ,24,033 Fisher Science,033,0354
033-0354,2184 ,24,033 Fisher Science,033,0354
033-0354,2188 ,24,033 Fisher Science,033,0354
033-0354,2192 ,24,033 Fisher Science,033,0354
033-0354,2194 ,24,033 Fisher Science,033,0354
033-0354,2198 ,24,033 Fisher Science,033,0354
033-0354,2202 ,24,033 Fisher Science,033,0354
033-0354,2212 ,24,033 Fisher Science,033,0354
033-0354,2214 ,24,033 Fisher Science,033,0354
033-0354,2222 ,24,033 Fisher Science,033,0354
033-0354,2224 ,24,033 Fisher Science,033,0354
033-0356,2182 ,20,033 Fisher Science,033,0356
033-0356,2184 ,20,033 Fisher Science,033,0356
033-0356,2186 ,20,033 Fisher Science,033,0356
033-0356,2188 ,20,033 Fisher Science,033,0356
033-0356,2192 ,20,033 Fisher Science,033,0356
033-0356,2194 ,20,033 Fisher Science,033,0356
033-0356,2196 ,20,033 Fisher Science,033,0356
033-0356,2198 ,20,033 Fisher Science,033,0356
033-0356,2202 ,20,033 Fisher Science,033,0356
033-0356,2218 ,20,033 Fisher Science,033,0356
033-0356,2222 ,20,033 Fisher Science,033,0356
033-0356,2224 ,20,033 Fisher Science,033,0356
033-0358,2188 ,4,033 Fisher Science,033,0358
033-0358,2194 ,4,033 Fisher Science,033,0358
033-0358,2198 ,4,033 Fisher Science,033,0358
033-0358,2202 ,4,033 Fisher Science,033,0358
033-0390,2182 ,24,033 Fisher Science,033,0390
033-0390,2184 ,24,033 Fisher Science,033,0390
033-0390,2188 ,24,033 Fisher Science,033,0390
033-0390,2192 ,24,033 Fisher Science,033,0390
033-0390,2194 ,24,033 Fisher Science,033,0390
033-0390,2198 ,24,033 Fisher Science,033,0390
033-0390,2202 ,24,033 Fisher Science,033,0390
033-0390,2212 ,24,033 Fisher Science,033,0390
033-0390,2214 ,24,033 Fisher Science,033,0390
033-0390,2218 ,24,033 Fisher Science,033,0390
033-0390,2222 ,24,033 Fisher Science,033,0390
033-0390,2224 ,24,033 Fisher Science,033,0390
033-0451,2182 ,24,033 Fisher Science,033,0451
033-0451,2184 ,24,033 Fisher Science,033,0451
033-0451,2188 ,24,033 Fisher Science,033,0451
033-0451,2192 ,24,033 Fisher Science,033,0451
033-0451,2194 ,24,033 Fisher Science,033,0451
033-0451,2198 ,24,033 Fisher Science,033,0451
033-0451,2202 ,24,033 Fisher Science,033,0451
033-0451,2218 ,24,033 Fisher Science,033,0451
033-0451,2222 ,24,033 Fisher Science,033,0451
033-0451,2224 ,24,033 Fisher Science,033,0451
033-0453,2182 ,24,033 Fisher Science,033,0453
033-0453,2184 ,24,033 Fisher Science,033,0453
033-0453,2188 ,24,033 Fisher Science,033,0453
033-0453,2192 ,24,033 Fisher Science,033,0453
033-0453,2194 ,24,033 Fisher Science,033,0453
033-0453,2198 ,24,033 Fisher Science,033,0453
033-0453,2202 ,24,033 Fisher Science,033,0453
033-0453,2218 ,24,033 Fisher Science,033,0453
033-0453,2222 ,24,033 Fisher Science,033,0453
033-0453,2224 ,24,033 Fisher Science,033,0453
033-0454,2182 ,24,033 Fisher Science,033,0454
033-0454,2184 ,24,033 Fisher Science,033,0454
033-0454,2186 ,24,033 Fisher Science,033,0454
033-0454,2188 ,24,033 Fisher Science,033,0454
033-0454,2192 ,24,033 Fisher Science,033,0454
033-0454,2194 ,24,033 Fisher Science,033,0454
033-0454,2196 ,24,033 Fisher Science,033,0454
033-0454,2198 ,24,033 Fisher Science,033,0454
033-0454,2202 ,24,033 Fisher Science,033,0454
033-0454,2218 ,24,033 Fisher Science,033,0454
033-0454,2222 ,24,033 Fisher Science,033,0454
033-0454,2224 ,24,033 Fisher Science,033,0454
033-0456,2182 ,24,033 Fisher Science,033,0456
033-0456,2184 ,24,033 Fisher Science,033,0456
033-0456,2188 ,24,033 Fisher Science,033,0456
033-0456,2192 ,24,033 Fisher Science,033,0456
033-0456,2194 ,24,033 Fisher Science,033,0456
033-0456,2198 ,24,033 Fisher Science,033,0456
033-0456,2202 ,24,033 Fisher Science,033,0456
033-0456,2218 ,24,033 Fisher Science,033,0456
033-0456,2222 ,24,033 Fisher Science,033,0456
033-0456,2224 ,24,033 Fisher Science,033,0456
033-0457,2182 ,36,033 Fisher Science,033,0457
033-0457,2184 ,36,033 Fisher Science,033,0457
033-0457,2188 ,36,033 Fisher Science,033,0457
033-0457,2192 ,36,033 Fisher Science,033,0457
033-0457,2194 ,36,033 Fisher Science,033,0457
033-0457,2198 ,36,033 Fisher Science,033,0457
033-0457,2202 ,36,033 Fisher Science,033,0457
033-0457,2218 ,36,033 Fisher Science,033,0457
033-0457,2222 ,36,033 Fisher Science,033,0457
033-0457,2224 ,36,033 Fisher Science,033,0457
033-0465,2182 ,24,033 Fisher Science,033,0465
033-0465,2184 ,24,033 Fisher Science,033,0465
033-0465,2188 ,24,033 Fisher Science,033,0465
033-0465,2192 ,24,033 Fisher Science,033,0465
033-0465,2194 ,24,033 Fisher Science,033,0465
033-0465,2198 ,24,033 Fisher Science,033,0465
033-0465,2202 ,24,033 Fisher Science,033,0465
033-0465,2214 ,24,033 Fisher Science,033,0465
033-0465,2218 ,24,033 Fisher Science,033,0465
033-0465,2222 ,24,033 Fisher Science,033,0465
033-0465,2224 ,24,033 Fisher Science,033,0465
033-0467,2182 ,24,033 Fisher Science,033,0467
033-0467,2184 ,24,033 Fisher Science,033,0467
033-0467,2186 ,24,033 Fisher Science,033,0467
033-0467,2188 ,24,033 Fisher Science,033,0467
033-0467,2192 ,24,033 Fisher Science,033,0467
033-0467,2194 ,24,033 Fisher Science,033,0467
033-0467,2196 ,24,033 Fisher Science,033,0467
033-0467,2198 ,24,033 Fisher Science,033,0467
033-0467,2202 ,24,033 Fisher Science,033,0467
033-0467,2208 ,24,033 Fisher Science,033,0467
033-0467,2218 ,24,033 Fisher Science,033,0467
033-0467,2222 ,24,033 Fisher Science,033,0467
033-0467,2224 ,24,033 Fisher Science,033,0467
033-0468,2182 ,24,033 Fisher Science,033,0468
033-0468,2184 ,24,033 Fisher Science,033,0468
033-0468,2188 ,24,033 Fisher Science,033,0468
033-0468,2192 ,24,033 Fisher Science,033,0468
033-0468,2194 ,24,033 Fisher Science,033,0468
033-0468,2198 ,24,033 Fisher Science,033,0468
033-0468,2202 ,24,033 Fisher Science,033,0468
033-0468,2212 ,24,033 Fisher Science,033,0468
033-0468,2214 ,24,033 Fisher Science,033,0468
033-0468,2218 ,24,033 Fisher Science,033,0468
033-0468,2222 ,24,033 Fisher Science,033,0468
033-0468,2224 ,24,033 Fisher Science,033,0468
034-0117,2182 ,32,034 Dexter Building,034,0117
034-0117,2184 ,32,034 Dexter Building,034,0117
034-0117,2188 ,32,034 Dexter Building,034,0117
034-0117,2192 ,32,034 Dexter Building,034,0117
034-0117,2194 ,32,034 Dexter Building,034,0117
034-0117,2198 ,32,034 Dexter Building,034,0117
034-0117,2202 ,32,034 Dexter Building,034,0117
034-0117,2208 ,32,034 Dexter Building,034,0117
034-0117,2212 ,32,034 Dexter Building,034,0117
034-0117,2218 ,32,034 Dexter Building,034,0117
034-0117,2222 ,32,034 Dexter Building,034,0117
034-0127,2184 ,24,034 Dexter Building,034,0127
034-0127,2194 ,24,034 Dexter Building,034,0127
034-0128,2182 ,24,034 Dexter Building,034,0128
034-0128,2184 ,24,034 Dexter Building,034,0128
034-0128,2188 ,24,034 Dexter Building,034,0128
034-0128,2192 ,24,034 Dexter Building,034,0128
034-0128,2194 ,24,034 Dexter Building,034,0128
034-0128,2198 ,24,034 Dexter Building,034,0128
034-0128,2202 ,24,034 Dexter Building,034,0128
034-0128,2218 ,24,034 Dexter Building,034,0128
034-0128,2222 ,24,034 Dexter Building,034,0128
034-0128,2224 ,24,034 Dexter Building,034,0128
034-0134,2182 ,16,034 Dexter Building,034,0134
034-0134,2184 ,16,034 Dexter Building,034,0134
034-0134,2188 ,16,034 Dexter Building,034,0134
034-0134,2194 ,16,034 Dexter Building,034,0134
034-0134,2198 ,16,034 Dexter Building,034,0134
034-0134,2202 ,16,034 Dexter Building,034,0134
034-0134,2218 ,16,034 Dexter Building,034,0134
034-0144,2184 ,24,034 Dexter Building,034,0144
034-0144,2194 ,24,034 Dexter Building,034,0144
034-0144,2224 ,24,034 Dexter Building,034,0144
034-0145,2182 ,24,034 Dexter Building,034,0145
034-0145,2184 ,24,034 Dexter Building,034,0145
034-0145,2188 ,24,034 Dexter Building,034,0145
034-0145,2192 ,24,034 Dexter Building,034,0145
034-0145,2194 ,24,034 Dexter Building,034,0145
034-0145,2198 ,24,034 Dexter Building,034,0145
034-0145,2202 ,24,034 Dexter Building,034,0145
034-0145,2218 ,24,034 Dexter Building,034,0145
034-0145,2222 ,24,034 Dexter Building,034,0145
034-0145,2224 ,24,034 Dexter Building,034,0145
034-0148,2182 ,24,034 Dexter Building,034,0148
034-0148,2184 ,24,034 Dexter Building,034,0148
034-0148,2186 ,24,034 Dexter Building,034,0148
034-0148,2188 ,24,034 Dexter Building,034,0148
034-0148,2192 ,24,034 Dexter Building,034,0148
034-0148,2194 ,24,034 Dexter Building,034,0148
034-0148,2196 ,24,034 Dexter Building,034,0148
034-0148,2198 ,24,034 Dexter Building,034,0148
034-0148,2202 ,24,034 Dexter Building,034,0148
034-0148,2218 ,24,034 Dexter Building,034,0148
034-0148,2222 ,24,034 Dexter Building,034,0148
034-0148,2224 ,24,034 Dexter Building,034,0148
034-0149,2182 ,24,034 Dexter Building,034,0149
034-0149,2184 ,24,034 Dexter Building,034,0149
034-0149,2188 ,24,034 Dexter Building,034,0149
034-0149,2192 ,24,034 Dexter Building,034,0149
034-0149,2194 ,24,034 Dexter Building,034,0149
034-0149,2198 ,24,034 Dexter Building,034,0149
034-0149,2202 ,24,034 Dexter Building,034,0149
034-0149,2218 ,24,034 Dexter Building,034,0149
034-0149,2222 ,24,034 Dexter Building,034,0149
034-0149,2224 ,24,034 Dexter Building,034,0149
034-0150,2182 ,24,034 Dexter Building,034,0150
034-0150,2184 ,24,034 Dexter Building,034,0150
034-0150,2188 ,24,034 Dexter Building,034,0150
034-0150,2192 ,24,034 Dexter Building,034,0150
034-0150,2194 ,24,034 Dexter Building,034,0150
034-0150,2198 ,24,034 Dexter Building,034,0150
034-0150,2202 ,24,034 Dexter Building,034,0150
034-0150,2218 ,24,034 Dexter Building,034,0150
034-0150,2222 ,24,034 Dexter Building,034,0150
034-0150,2224 ,24,034 Dexter Building,034,0150
034-0151,2182 ,24,034 Dexter Building,034,0151
034-0151,2184 ,24,034 Dexter Building,034,0151
034-0151,2188 ,24,034 Dexter Building,034,0151
034-0151,2192 ,24,034 Dexter Building,034,0151
034-0151,2194 ,24,034 Dexter Building,034,0151
034-0151,2198 ,24,034 Dexter Building,034,0151
034-0151,2202 ,24,034 Dexter Building,034,0151
034-0151,2218 ,24,034 Dexter Building,034,0151
034-0151,2222 ,24,034 Dexter Building,034,0151
034-0151,2224 ,24,034 Dexter Building,034,0151
034-0152,2182 ,16,034 Dexter Building,034,0152
034-0152,2184 ,16,034 Dexter Building,034,0152
034-0152,2188 ,16,034 Dexter Building,034,0152
034-0152,2192 ,16,034 Dexter Building,034,0152
034-0152,2194 ,16,034 Dexter Building,034,0152
034-0152,2198 ,16,034 Dexter Building,034,0152
034-0152,2202 ,16,034 Dexter Building,034,0152
034-0152,2218 ,16,034 Dexter Building,034,0152
034-0152,2222 ,16,034 Dexter Building,034,0152
034-0152,2224 ,16,034 Dexter Building,034,0152
034-0159A,2182 ,32,034 Dexter Building,034,0159A
034-0159A,2184 ,32,034 Dexter Building,034,0159A
034-0159A,2188 ,32,034 Dexter Building,034,0159A
034-0159A,2192 ,32,034 Dexter Building,034,0159A
034-0159A,2194 ,32,034 Dexter Building,034,0159A
034-0159A,2198 ,32,034 Dexter Building,034,0159A
034-0159A,2202 ,32,034 Dexter Building,034,0159A
034-0159A,2218 ,32,034 Dexter Building,034,0159A
034-0159A,2222 ,32,034 Dexter Building,034,0159A
034-0159A,2224 ,32,034 Dexter Building,034,0159A
034-0208,2182 ,16,034 Dexter Building,034,0208
034-0208,2184 ,16,034 Dexter Building,034,0208
034-0208,2188 ,16,034 Dexter Building,034,0208
034-0208,2192 ,16,034 Dexter Building,034,0208
034-0208,2194 ,16,034 Dexter Building,034,0208
034-0208,2198 ,16,034 Dexter Building,034,0208
034-0208,2202 ,16,034 Dexter Building,034,0208
034-0208,2208 ,16,034 Dexter Building,034,0208
034-0208,2212 ,16,034 Dexter Building,034,0208
034-0208,2218 ,16,034 Dexter Building,034,0208
034-0208,2222 ,16,034 Dexter Building,034,0208
034-0208,2224 ,16,034 Dexter Building,034,0208
034-0209,2182 ,24,034 Dexter Building,034,0209
034-0209,2188 ,24,034 Dexter Building,034,0209
034-0209,2192 ,24,034 Dexter Building,034,0209
034-0209,2198 ,24,034 Dexter Building,034,0209
034-0209,2202 ,24,034 Dexter Building,034,0209
034-0209,2218 ,24,034 Dexter Building,034,0209
034-0209,2222 ,24,034 Dexter Building,034,0209
034-0209,2224 ,24,034 Dexter Building,034,0209
034-0222,2182 ,16,034 Dexter Building,034,0222
034-0222,2184 ,16,034 Dexter Building,034,0222
034-0222,2188 ,16,034 Dexter Building,034,0222
034-0222,2192 ,16,034 Dexter Building,034,0222
034-0222,2194 ,16,034 Dexter Building,034,0222
034-0222,2198 ,16,034 Dexter Building,034,0222
034-0222,2202 ,16,034 Dexter Building,034,0222
034-0222,2222 ,16,034 Dexter Building,034,0222
034-0222D,2222 ,12,034 Dexter Building,034,0222D
034-0222F,2218 ,24,034 Dexter Building,034,0222F
034-0222F,2222 ,24,034 Dexter Building,034,0222F
034-0222F,2224 ,24,034 Dexter Building,034,0222F
034-0227,2182 ,66,034 Dexter Building,034,0227
034-0227,2184 ,66,034 Dexter Building,034,0227
034-0227,2186 ,66,034 Dexter Building,034,0227
034-0227,2188 ,66,034 Dexter Building,034,0227
034-0227,2192 ,66,034 Dexter Building,034,0227
034-0227,2194 ,66,034 Dexter Building,034,0227
034-0227,2196 ,66,034 Dexter Building,034,0227
034-0227,2198 ,66,034 Dexter Building,034,0227
034-0227,2202 ,66,034 Dexter Building,034,0227
034-0227,2218 ,66,034 Dexter Building,034,0227
034-0227,2222 ,66,034 Dexter Building,034,0227
034-0227,2224 ,66,034 Dexter Building,034,0227
034-0228,2182 ,40,034 Dexter Building,034,0228
034-0228,2184 ,40,034 Dexter Building,034,0228
034-0228,2186 ,40,034 Dexter Building,034,0228
034-0228,2188 ,40,034 Dexter Building,034,0228
034-0228,2192 ,40,034 Dexter Building,034,0228
034-0228,2194 ,40,034 Dexter Building,034,0228
034-0228,2196 ,40,034 Dexter Building,034,0228
034-0228,2198 ,40,034 Dexter Building,034,0228
034-0228,2202 ,40,034 Dexter Building,034,0228
034-0228,2218 ,40,034 Dexter Building,034,0228
034-0228,2222 ,40,034 Dexter Building,034,0228
034-0228,2224 ,40,034 Dexter Building,034,0228
034-0247,2182 ,16,034 Dexter Building,034,0247
034-0247,2184 ,16,034 Dexter Building,034,0247
034-0247,2188 ,16,034 Dexter Building,034,0247
034-0247,2192 ,16,034 Dexter Building,034,0247
034-0247,2194 ,16,034 Dexter Building,034,0247
034-0247,2198 ,16,034 Dexter Building,034,0247
034-0247,2202 ,16,034 Dexter Building,034,0247
034-0247,2208 ,16,034 Dexter Building,034,0247
034-0247,2218 ,16,034 Dexter Building,034,0247
034-0247,2222 ,16,034 Dexter Building,034,0247
034-0247,2224 ,16,034 Dexter Building,034,0247
034-0248,2182 ,16,034 Dexter Building,034,0248
034-0248,2184 ,16,034 Dexter Building,034,0248
034-0248,2188 ,16,034 Dexter Building,034,0248
034-0248,2192 ,16,034 Dexter Building,034,0248
034-0248,2194 ,16,034 Dexter Building,034,0248
034-0248,2198 ,16,034 Dexter Building,034,0248
034-0248,2202 ,16,034 Dexter Building,034,0248
034-0248,2218 ,16,034 Dexter Building,034,0248
034-0248,2222 ,16,034 Dexter Building,034,0248
034-0248,2224 ,16,034 Dexter Building,034,0248
034-0249,2182 ,16,034 Dexter Building,034,0249
034-0249,2184 ,16,034 Dexter Building,034,0249
034-0249,2188 ,16,034 Dexter Building,034,0249
034-0249,2192 ,16,034 Dexter Building,034,0249
034-0249,2194 ,16,034 Dexter Building,034,0249
034-0249,2198 ,16,034 Dexter Building,034,0249
034-0249,2202 ,16,034 Dexter Building,034,0249
034-0249,2218 ,16,034 Dexter Building,034,0249
034-0249,2222 ,16,034 Dexter Building,034,0249
034-0249,2224 ,16,034 Dexter Building,034,0249
034-0252,2182 ,16,034 Dexter Building,034,0252
034-0252,2184 ,16,034 Dexter Building,034,0252
034-0252,2188 ,16,034 Dexter Building,034,0252
034-0252,2192 ,16,034 Dexter Building,034,0252
034-0252,2194 ,16,034 Dexter Building,034,0252
034-0252,2202 ,16,034 Dexter Building,034,0252
034-0252,2218 ,16,034 Dexter Building,034,0252
034-0252,2222 ,16,034 Dexter Building,034,0252
034-0252,2224 ,16,034 Dexter Building,034,0252
034-0252A,2182 ,16,034 Dexter Building,034,0252A
034-0252A,2184 ,16,034 Dexter Building,034,0252A
034-0252A,2188 ,16,034 Dexter Building,034,0252A
034-0252A,2192 ,16,034 Dexter Building,034,0252A
034-0252A,2194 ,16,034 Dexter Building,034,0252A
034-0252A,2202 ,16,034 Dexter Building,034,0252A
034-0252A,2208 ,16,034 Dexter Building,034,0252A
034-0252A,2212 ,16,034 Dexter Building,034,0252A
034-0252A,2218 ,16,034 Dexter Building,034,0252A
034-0252A,2222 ,16,034 Dexter Building,034,0252A
034-0252A,2224 ,16,034 Dexter Building,034,0252A
034-0252B,2182 ,16,034 Dexter Building,034,0252B
034-0252B,2184 ,16,034 Dexter Building,034,0252B
034-0252B,2188 ,16,034 Dexter Building,034,0252B
034-0252B,2192 ,16,034 Dexter Building,034,0252B
034-0252B,2194 ,16,034 Dexter Building,034,0252B
034-0252B,2198 ,16,034 Dexter Building,034,0252B
034-0252B,2202 ,16,034 Dexter Building,034,0252B
034-0252B,2208 ,16,034 Dexter Building,034,0252B
034-0252B,2218 ,16,034 Dexter Building,034,0252B
034-0252B,2222 ,16,034 Dexter Building,034,0252B
034-0252B,2224 ,16,034 Dexter Building,034,0252B
034-0252C,2182 ,16,034 Dexter Building,034,0252C
034-0252C,2188 ,16,034 Dexter Building,034,0252C
034-0252C,2192 ,16,034 Dexter Building,034,0252C
034-0252C,2194 ,16,034 Dexter Building,034,0252C
034-0252C,2198 ,16,034 Dexter Building,034,0252C
034-0252C,2202 ,16,034 Dexter Building,034,0252C
034-0252C,2214 ,16,034 Dexter Building,034,0252C
034-0252C,2218 ,16,034 Dexter Building,034,0252C
034-0252C,2222 ,16,034 Dexter Building,034,0252C
034-0252C,2224 ,16,034 Dexter Building,034,0252C
034-0252D,2182 ,16,034 Dexter Building,034,0252D
034-0252D,2184 ,16,034 Dexter Building,034,0252D
034-0252D,2192 ,16,034 Dexter Building,034,0252D
034-0252D,2194 ,16,034 Dexter Building,034,0252D
034-0252D,2198 ,16,034 Dexter Building,034,0252D
034-0252D,2202 ,16,034 Dexter Building,034,0252D
034-0252D,2212 ,16,034 Dexter Building,034,0252D
034-0252D,2218 ,16,034 Dexter Building,034,0252D
034-0252D,2222 ,16,034 Dexter Building,034,0252D
034-0252D,2224 ,16,034 Dexter Building,034,0252D
034-0252E,2182 ,16,034 Dexter Building,034,0252E
034-0252E,2184 ,16,034 Dexter Building,034,0252E
034-0252E,2188 ,16,034 Dexter Building,034,0252E
034-0252E,2192 ,16,034 Dexter Building,034,0252E
034-0252E,2194 ,16,034 Dexter Building,034,0252E
034-0252E,2198 ,16,034 Dexter Building,034,0252E
034-0252E,2202 ,16,034 Dexter Building,034,0252E
034-0252E,2208 ,16,034 Dexter Building,034,0252E
034-0252E,2218 ,16,034 Dexter Building,034,0252E
034-0252E,2222 ,16,034 Dexter Building,034,0252E
034-0252E,2224 ,16,034 Dexter Building,034,0252E
034-0252F,2182 ,16,034 Dexter Building,034,0252F
034-0252F,2184 ,16,034 Dexter Building,034,0252F
034-0252F,2188 ,16,034 Dexter Building,034,0252F
034-0252F,2192 ,16,034 Dexter Building,034,0252F
034-0252F,2194 ,16,034 Dexter Building,034,0252F
034-0252F,2198 ,16,034 Dexter Building,034,0252F
034-0252F,2202 ,16,034 Dexter Building,034,0252F
034-0252F,2218 ,16,034 Dexter Building,034,0252F
034-0252F,2224 ,16,034 Dexter Building,034,0252F
035-0111B,2182 ,37,035 Kennedy Library,035,0111B
035-0111B,2184 ,37,035 Kennedy Library,035,0111B
035-0111B,2186 ,37,035 Kennedy Library,035,0111B
035-0111B,2188 ,37,035 Kennedy Library,035,0111B
035-0111B,2192 ,37,035 Kennedy Library,035,0111B
035-0111B,2194 ,37,035 Kennedy Library,035,0111B
035-0111B,2198 ,37,035 Kennedy Library,035,0111B
035-0111B,2202 ,37,035 Kennedy Library,035,0111B
035-0111B,2218 ,37,035 Kennedy Library,035,0111B
035-0111B,2222 ,37,035 Kennedy Library,035,0111B
035-0111B,2224 ,37,035 Kennedy Library,035,0111B
035-0216A,2182 ,24,035 Kennedy Library,035,0216A
035-0216A,2184 ,24,035 Kennedy Library,035,0216A
035-0216A,2188 ,24,035 Kennedy Library,035,0216A
035-0216A,2192 ,24,035 Kennedy Library,035,0216A
035-0216A,2194 ,24,035 Kennedy Library,035,0216A
035-0216A,2196 ,24,035 Kennedy Library,035,0216A
035-0216A,2198 ,24,035 Kennedy Library,035,0216A
035-0216A,2202 ,24,035 Kennedy Library,035,0216A
035-0216A,2218 ,24,035 Kennedy Library,035,0216A
035-0216A,2222 ,24,035 Kennedy Library,035,0216A
035-0216A,2224 ,24,035 Kennedy Library,035,0216A
035-0217C,2182 ,27,035 Kennedy Library,035,0217C
035-0217C,2184 ,27,035 Kennedy Library,035,0217C
035-0217C,2188 ,27,035 Kennedy Library,035,0217C
035-0217C,2192 ,27,035 Kennedy Library,035,0217C
035-0217C,2194 ,27,035 Kennedy Library,035,0217C
035-0217C,2198 ,27,035 Kennedy Library,035,0217C
035-0217C,2202 ,27,035 Kennedy Library,035,0217C
035-0217C,2218 ,27,035 Kennedy Library,035,0217C
035-0217C,2222 ,27,035 Kennedy Library,035,0217C
035-0217C,2224 ,27,035 Kennedy Library,035,0217C
035-0217D,2182 ,26,035 Kennedy Library,035,0217D
035-0217D,2184 ,26,035 Kennedy Library,035,0217D
035-0217D,2188 ,26,035 Kennedy Library,035,0217D
035-0217D,2192 ,26,035 Kennedy Library,035,0217D
035-0217D,2194 ,26,035 Kennedy Library,035,0217D
035-0217D,2198 ,26,035 Kennedy Library,035,0217D
035-0217D,2202 ,26,035 Kennedy Library,035,0217D
035-0217D,2218 ,26,035 Kennedy Library,035,0217D
035-0217D,2222 ,26,035 Kennedy Library,035,0217D
038-0121,2182 ,68,038 Mathematics and Science,038,0121
038-0121,2184 ,68,038 Mathematics and Science,038,0121
038-0121,2186 ,68,038 Mathematics and Science,038,0121
038-0121,2188 ,68,038 Mathematics and Science,038,0121
038-0121,2192 ,68,038 Mathematics and Science,038,0121
038-0121,2194 ,68,038 Mathematics and Science,038,0121
038-0121,2198 ,68,038 Mathematics and Science,038,0121
038-0121,2202 ,68,038 Mathematics and Science,038,0121
038-0121,2218 ,68,038 Mathematics and Science,038,0121
038-0121,2222 ,68,038 Mathematics and Science,038,0121
038-0121,2224 ,68,038 Mathematics and Science,038,0121
038-0123,2222 ,36,038 Mathematics and Science,038,0123
038-0123,2224 ,36,038 Mathematics and Science,038,0123
038-0123A,2182 ,36,038 Mathematics and Science,038,0123A
038-0123A,2184 ,36,038 Mathematics and Science,038,0123A
038-0123A,2186 ,36,038 Mathematics and Science,038,0123A
038-0123A,2188 ,45,038 Mathematics and Science,038,0123A
038-0123A,2192 ,45,038 Mathematics and Science,038,0123A
038-0123A,2194 ,45,038 Mathematics and Science,038,0123A
038-0123A,2196 ,45,038 Mathematics and Science,038,0123A
038-0123A,2198 ,45,038 Mathematics and Science,038,0123A
038-0123A,2202 ,45,038 Mathematics and Science,038,0123A
038-0123A,2218 ,45,038 Mathematics and Science,038,0123A
038-0125,2182 ,8,038 Mathematics and Science,038,0125
038-0125,2184 ,8,038 Mathematics and Science,038,0125
038-0125,2188 ,8,038 Mathematics and Science,038,0125
038-0125,2192 ,8,038 Mathematics and Science,038,0125
038-0125,2194 ,8,038 Mathematics and Science,038,0125
038-0125,2198 ,8,038 Mathematics and Science,038,0125
038-0125,2202 ,8,038 Mathematics and Science,038,0125
038-0125,2218 ,8,038 Mathematics and Science,038,0125
038-0125,2222 ,8,038 Mathematics and Science,038,0125
038-0125,2224 ,8,038 Mathematics and Science,038,0125
038-0127,2182 ,42,038 Mathematics and Science,038,0127
038-0127,2184 ,42,038 Mathematics and Science,038,0127
038-0127,2188 ,42,038 Mathematics and Science,038,0127
038-0127,2192 ,42,038 Mathematics and Science,038,0127
038-0127,2194 ,42,038 Mathematics and Science,038,0127
038-0127,2198 ,42,038 Mathematics and Science,038,0127
038-0127,2202 ,42,038 Mathematics and Science,038,0127
038-0127,2218 ,42,038 Mathematics and Science,038,0127
038-0127,2222 ,42,038 Mathematics and Science,038,0127
038-0127,2224 ,42,038 Mathematics and Science,038,0127
038-0131,2182 ,24,038 Mathematics and Science,038,0131
038-0131,2184 ,24,038 Mathematics and Science,038,0131
038-0131,2188 ,24,038 Mathematics and Science,038,0131
038-0131,2192 ,24,038 Mathematics and Science,038,0131
038-0131,2194 ,24,038 Mathematics and Science,038,0131
038-0131,2198 ,24,038 Mathematics and Science,038,0131
038-0131,2202 ,24,038 Mathematics and Science,038,0131
038-0131,2222 ,24,038 Mathematics and Science,038,0131
038-0131,2224 ,24,038 Mathematics and Science,038,0131
038-0133,2182 ,24,038 Mathematics and Science,038,0133
038-0133,2184 ,24,038 Mathematics and Science,038,0133
038-0133,2188 ,24,038 Mathematics and Science,038,0133
038-0133,2192 ,24,038 Mathematics and Science,038,0133
038-0133,2194 ,24,038 Mathematics and Science,038,0133
038-0133,2198 ,24,038 Mathematics and Science,038,0133
038-0133,2202 ,24,038 Mathematics and Science,038,0133
038-0133,2212 ,24,038 Mathematics and Science,038,0133
038-0133,2214 ,24,038 Mathematics and Science,038,0133
038-0133,2218 ,24,038 Mathematics and Science,038,0133
038-0133,2222 ,24,038 Mathematics and Science,038,0133
038-0133,2224 ,24,038 Mathematics and Science,038,0133
038-0135,2182 ,24,038 Mathematics and Science,038,0135
038-0135,2184 ,24,038 Mathematics and Science,038,0135
038-0135,2188 ,24,038 Mathematics and Science,038,0135
038-0135,2192 ,24,038 Mathematics and Science,038,0135
038-0135,2194 ,24,038 Mathematics and Science,038,0135
038-0135,2196 ,24,038 Mathematics and Science,038,0135
038-0135,2198 ,24,038 Mathematics and Science,038,0135
038-0135,2202 ,24,038 Mathematics and Science,038,0135
038-0135,2218 ,24,038 Mathematics and Science,038,0135
