Id,Term,Location Capacity,Name,Building Number,Room Number 
011-0302,2224 ,24,011 Agricultural Sciences,011,0302
011-0304,2182 ,24,011 Agricultural Sciences,011,0304
011-0304,2184 ,24,011 Agricultural Sciences,011,0304
011-0304,2188 ,24,011 Agricultural Sciences,011,0304
011-0304,2192 ,24,011 Agricultural Sciences,011,0304
011-0304,2194 ,24,011 Agricultural Sciences,011,0304
011-0304,2198 ,24,011 Agricultural Sciences,011,0304
011-0304,2202 ,24,011 Agricultural Sciences,011,0304
011-0304,2214 ,24,011 Agricultural Sciences,011,0304
011-0304,2218 ,24,011 Agricultural Sciences,011,0304
011-0304,2222 ,24,011 Agricultural Sciences,011,0304
011-0304,2224 ,24,011 Agricultural Sciences,011,0304
013-0101,2182 ,16,013 Engineering,013,0101
013-0101,2184 ,16,013 Engineering,013,0101
013-0101,2188 ,16,013 Engineering,013,0101
013-0101,2192 ,16,013 Engineering,013,0101
013-0101,2194 ,16,013 Engineering,013,0101
013-0101,2198 ,16,013 Engineering,013,0101
013-0101,2202 ,16,013 Engineering,013,0101
013-0101,2212 ,16,013 Engineering,013,0101
013-0101,2214 ,16,013 Engineering,013,0101
013-0101,2218 ,16,013 Engineering,013,0101
013-0101,2222 ,16,013 Engineering,013,0101
013-0101,2224 ,16,013 Engineering,013,0101
013-0102,2182 ,16,013 Engineering,013,0102
013-0102,2184 ,16,013 Engineering,013,0102
013-0102,2188 ,16,013 Engineering,013,0102
013-0102,2192 ,16,013 Engineering,013,0102
013-0102,2194 ,16,013 Engineering,013,0102
013-0102,2198 ,16,013 Engineering,013,0102
013-0102,2202 ,16,013 Engineering,013,0102
013-0102,2208 ,16,013 Engineering,013,0102
013-0102,2212 ,16,013 Engineering,013,0102
013-0102,2214 ,16,013 Engineering,013,0102
013-0102,2218 ,16,013 Engineering,013,0102
013-0102,2222 ,16,013 Engineering,013,0102
013-0102,2224 ,16,013 Engineering,013,0102
013-0106,2216 ,16,013 Engineering,013,0106
013-0107,2182 ,12,013 Engineering,013,0107
013-0107,2184 ,12,013 Engineering,013,0107
013-0107,2188 ,12,013 Engineering,013,0107
013-0107,2192 ,12,013 Engineering,013,0107
013-0107,2194 ,12,013 Engineering,013,0107
013-0107,2198 ,12,013 Engineering,013,0107
013-0107,2202 ,12,013 Engineering,013,0107
013-0107,2208 ,12,013 Engineering,013,0107
013-0107,2212 ,12,013 Engineering,013,0107
013-0107,2214 ,12,013 Engineering,013,0107
013-0107,2218 ,12,013 Engineering,013,0107
013-0107,2222 ,12,013 Engineering,013,0107
013-0107,2224 ,12,013 Engineering,013,0107
013-0109,2182 ,30,013 Engineering,013,0109
013-0109,2184 ,30,013 Engineering,013,0109
013-0109,2188 ,30,013 Engineering,013,0109
013-0109,2192 ,30,013 Engineering,013,0109
013-0109,2194 ,30,013 Engineering,013,0109
013-0109,2198 ,30,013 Engineering,013,0109
013-0109,2202 ,30,013 Engineering,013,0109
013-0109,2208 ,30,013 Engineering,013,0109
013-0109,2212 ,30,013 Engineering,013,0109
013-0109,2222 ,30,013 Engineering,013,0109
013-0109,2224 ,30,013 Engineering,013,0109
013-0110,2182 ,40,013 Engineering,013,0110
013-0110,2184 ,40,013 Engineering,013,0110
013-0110,2188 ,40,013 Engineering,013,0110
013-0110,2192 ,40,013 Engineering,013,0110
013-0110,2194 ,40,013 Engineering,013,0110
013-0110,2198 ,40,013 Engineering,013,0110
013-0110,2202 ,40,013 Engineering,013,0110
013-0110,2218 ,40,013 Engineering,013,0110
013-0110,2222 ,40,013 Engineering,013,0110
013-0110,2224 ,40,013 Engineering,013,0110
013-0113,2188 ,26,013 Engineering,013,0113
013-0113,2192 ,26,013 Engineering,013,0113
013-0113,2194 ,26,013 Engineering,013,0113
013-0113,2198 ,26,013 Engineering,013,0113
013-0113,2202 ,26,013 Engineering,013,0113
013-0113,2218 ,26,013 Engineering,013,0113
013-0113,2222 ,26,013 Engineering,013,0113
013-0113,2224 ,26,013 Engineering,013,0113
013-0116,2182 ,16,013 Engineering,013,0116
013-0116,2184 ,16,013 Engineering,013,0116
013-0116,2188 ,16,013 Engineering,013,0116
013-0116,2192 ,16,013 Engineering,013,0116
013-0116,2194 ,16,013 Engineering,013,0116
013-0116,2198 ,16,013 Engineering,013,0116
013-0116,2202 ,16,013 Engineering,013,0116
013-0116,2218 ,16,013 Engineering,013,0116
013-0116,2222 ,16,013 Engineering,013,0116
013-0116,2224 ,16,013 Engineering,013,0116
013-0117,2182 ,80,013 Engineering,013,0117
013-0117,2184 ,80,013 Engineering,013,0117
013-0117,2188 ,80,013 Engineering,013,0117
013-0117,2192 ,80,013 Engineering,013,0117
013-0117,2194 ,80,013 Engineering,013,0117
013-0117,2198 ,80,013 Engineering,013,0117
013-0117,2202 ,80,013 Engineering,013,0117
013-0117,2218 ,80,013 Engineering,013,0117
013-0117,2222 ,80,013 Engineering,013,0117
013-0117,2224 ,80,013 Engineering,013,0117
013-0118,2182 ,48,013 Engineering,013,0118
013-0118,2184 ,48,013 Engineering,013,0118
013-0118,2188 ,48,013 Engineering,013,0118
013-0118,2192 ,48,013 Engineering,013,0118
013-0118,2194 ,48,013 Engineering,013,0118
013-0118,2198 ,48,013 Engineering,013,0118
013-0118,2202 ,48,013 Engineering,013,0118
013-0118,2218 ,48,013 Engineering,013,0118
013-0118,2222 ,48,013 Engineering,013,0118
013-0118,2224 ,48,013 Engineering,013,0118
013-0120,2182 ,18,013 Engineering,013,0120
013-0120,2184 ,18,013 Engineering,013,0120
013-0120,2188 ,18,013 Engineering,013,0120
013-0120,2192 ,18,013 Engineering,013,0120
013-0120,2194 ,18,013 Engineering,013,0120
013-0120,2198 ,18,013 Engineering,013,0120
013-0120,2202 ,18,013 Engineering,013,0120
013-0120,2218 ,18,013 Engineering,013,0120
013-0120,2222 ,18,013 Engineering,013,0120
013-0120,2224 ,18,013 Engineering,013,0120
013-0123,2182 ,12,013 Engineering,013,0123
013-0123,2184 ,12,013 Engineering,013,0123
013-0123,2188 ,12,013 Engineering,013,0123
013-0123,2192 ,12,013 Engineering,013,0123
013-0123,2194 ,12,013 Engineering,013,0123
013-0123,2198 ,12,013 Engineering,013,0123
013-0123,2202 ,12,013 Engineering,013,0123
013-0123,2218 ,12,013 Engineering,013,0123
013-0123,2222 ,12,013 Engineering,013,0123
013-0123,2224 ,12,013 Engineering,013,0123
013-0124,2182 ,24,013 Engineering,013,0124
013-0124,2184 ,24,013 Engineering,013,0124
013-0124,2188 ,24,013 Engineering,013,0124
013-0124,2192 ,24,013 Engineering,013,0124
013-0124,2194 ,24,013 Engineering,013,0124
013-0124,2198 ,24,013 Engineering,013,0124
013-0124,2202 ,24,013 Engineering,013,0124
013-0124,2208 ,24,013 Engineering,013,0124
013-0124,2212 ,24,013 Engineering,013,0124
013-0124,2214 ,24,013 Engineering,013,0124
013-0124,2218 ,24,013 Engineering,013,0124
013-0124,2222 ,24,013 Engineering,013,0124
013-0124,2224 ,24,013 Engineering,013,0124
013-0126,2182 ,16,013 Engineering,013,0126
013-0126,2192 ,16,013 Engineering,013,0126
013-0126,2194 ,16,013 Engineering,013,0126
013-0126,2202 ,16,013 Engineering,013,0126
013-0201,2182 ,16,013 Engineering,013,0201
013-0201,2184 ,16,013 Engineering,013,0201
013-0201,2188 ,16,013 Engineering,013,0201
013-0201,2192 ,16,013 Engineering,013,0201
013-0201,2194 ,16,013 Engineering,013,0201
013-0201,2198 ,16,013 Engineering,013,0201
013-0201,2202 ,16,013 Engineering,013,0201
013-0201,2218 ,16,013 Engineering,013,0201
013-0201,2222 ,16,013 Engineering,013,0201
013-0201,2224 ,16,013 Engineering,013,0201
013-0203,2182 ,16,013 Engineering,013,0203
013-0203,2184 ,16,013 Engineering,013,0203
013-0203,2188 ,16,013 Engineering,013,0203
013-0203,2192 ,16,013 Engineering,013,0203
013-0203,2194 ,16,013 Engineering,013,0203
013-0203,2198 ,16,013 Engineering,013,0203
013-0203,2202 ,16,013 Engineering,013,0203
013-0203,2208 ,16,013 Engineering,013,0203
013-0203,2212 ,16,013 Engineering,013,0203
013-0203,2214 ,16,013 Engineering,013,0203
013-0203,2218 ,16,013 Engineering,013,0203
013-0203,2222 ,16,013 Engineering,013,0203
013-0203,2224 ,16,013 Engineering,013,0203
014-0232A,2182 ,24,014 Pilling Building,014,0232A
014-0232A,2184 ,24,014 Pilling Building,014,0232A
014-0232A,2188 ,24,014 Pilling Building,014,0232A
014-0232A,2192 ,24,014 Pilling Building,014,0232A
014-0232A,2194 ,24,014 Pilling Building,014,0232A
014-0232A,2198 ,24,014 Pilling Building,014,0232A
014-0232A,2202 ,24,014 Pilling Building,014,0232A
014-0232A,2218 ,24,014 Pilling Building,014,0232A
014-0232A,2222 ,24,014 Pilling Building,014,0232A
014-0232A,2224 ,24,014 Pilling Building,014,0232A
014-0232B,2182 ,20,014 Pilling Building,014,0232B
014-0232B,2184 ,20,014 Pilling Building,014,0232B
014-0232B,2188 ,20,014 Pilling Building,014,0232B
014-0232B,2192 ,20,014 Pilling Building,014,0232B
014-0232B,2194 ,20,014 Pilling Building,014,0232B
014-0232B,2198 ,20,014 Pilling Building,014,0232B
014-0232B,2202 ,20,014 Pilling Building,014,0232B
014-0232B,2208 ,20,014 Pilling Building,014,0232B
014-0232B,2218 ,20,014 Pilling Building,014,0232B
014-0232B,2222 ,20,014 Pilling Building,014,0232B
014-0232B,2224 ,20,014 Pilling Building,014,0232B
014-0246,2182 ,42,014 Pilling Building,014,0246
014-0246,2184 ,42,014 Pilling Building,014,0246
014-0246,2188 ,42,014 Pilling Building,014,0246
014-0246,2192 ,42,014 Pilling Building,014,0246
014-0246,2194 ,42,014 Pilling Building,014,0246
014-0246,2196 ,42,014 Pilling Building,014,0246
014-0246,2198 ,42,014 Pilling Building,014,0246
014-0246,2202 ,42,014 Pilling Building,014,0246
014-0246,2218 ,42,014 Pilling Building,014,0246
014-0246,2222 ,42,014 Pilling Building,014,0246
014-0246,2224 ,42,014 Pilling Building,014,0246
014-0247,2182 ,35,014 Pilling Building,014,0247
014-0247,2184 ,35,014 Pilling Building,014,0247
014-0247,2188 ,35,014 Pilling Building,014,0247
014-0247,2192 ,35,014 Pilling Building,014,0247
014-0247,2194 ,35,014 Pilling Building,014,0247
014-0247,2196 ,35,014 Pilling Building,014,0247
014-0247,2198 ,35,014 Pilling Building,014,0247
014-0247,2202 ,35,014 Pilling Building,014,0247
014-0247,2218 ,35,014 Pilling Building,014,0247
014-0247,2222 ,35,014 Pilling Building,014,0247
014-0247,2224 ,35,014 Pilling Building,014,0247
014-0249,2182 ,84,014 Pilling Building,014,0249
014-0249,2184 ,84,014 Pilling Building,014,0249
014-0249,2186 ,84,014 Pilling Building,014,0249
014-0249,2188 ,84,014 Pilling Building,014,0249
014-0249,2192 ,84,014 Pilling Building,014,0249
014-0249,2194 ,84,014 Pilling Building,014,0249
014-0249,2196 ,84,014 Pilling Building,014,0249
014-0249,2198 ,84,014 Pilling Building,014,0249
014-0249,2202 ,84,014 Pilling Building,014,0249
014-0249,2218 ,84,014 Pilling Building,014,0249
014-0249,2222 ,84,014 Pilling Building,014,0249
014-0249,2224 ,84,014 Pilling Building,014,0249
014-0250,2182 ,35,014 Pilling Building,014,0250
014-0250,2184 ,35,014 Pilling Building,014,0250
014-0250,2188 ,35,014 Pilling Building,014,0250
014-0250,2192 ,35,014 Pilling Building,014,0250
014-0250,2194 ,35,014 Pilling Building,014,0250
014-0250,2196 ,35,014 Pilling Building,014,0250
014-0250,2198 ,35,014 Pilling Building,014,0250
014-0250,2202 ,35,014 Pilling Building,014,0250
014-0250,2218 ,35,014 Pilling Building,014,0250
014-0250,2222 ,35,014 Pilling Building,014,0250
014-0250,2224 ,35,014 Pilling Building,014,0250
014-0251,2182 ,35,014 Pilling Building,014,0251
014-0251,2184 ,35,014 Pilling Building,014,0251
014-0251,2188 ,35,014 Pilling Building,014,0251
014-0251,2192 ,35,014 Pilling Building,014,0251
014-0251,2194 ,35,014 Pilling Building,014,0251
014-0251,2196 ,35,014 Pilling Building,014,0251
014-0251,2198 ,35,014 Pilling Building,014,0251
014-0251,2202 ,35,014 Pilling Building,014,0251
014-0251,2218 ,35,014 Pilling Building,014,0251
014-0251,2222 ,35,014 Pilling Building,014,0251
014-0251,2224 ,35,014 Pilling Building,014,0251
014-0252,2182 ,35,014 Pilling Building,014,0252
014-0252,2184 ,35,014 Pilling Building,014,0252
014-0252,2188 ,35,014 Pilling Building,014,0252
014-0252,2192 ,35,014 Pilling Building,014,0252
014-0252,2194 ,35,014 Pilling Building,014,0252
014-0252,2196 ,35,014 Pilling Building,014,0252
014-0252,2198 ,35,014 Pilling Building,014,0252
014-0252,2202 ,35,014 Pilling Building,014,0252
014-0252,2218 ,35,014 Pilling Building,014,0252
014-0252,2222 ,35,014 Pilling Building,014,0252
014-0252,2224 ,35,014 Pilling Building,014,0252
014-0253,2182 ,35,014 Pilling Building,014,0253
014-0253,2184 ,35,014 Pilling Building,014,0253
014-0253,2186 ,35,014 Pilling Building,014,0253
014-0253,2188 ,35,014 Pilling Building,014,0253
014-0253,2192 ,35,014 Pilling Building,014,0253
014-0253,2194 ,35,014 Pilling Building,014,0253
014-0253,2196 ,35,014 Pilling Building,014,0253
014-0253,2198 ,35,014 Pilling Building,014,0253
014-0253,2202 ,35,014 Pilling Building,014,0253
014-0253,2218 ,35,014 Pilling Building,014,0253
014-0253,2222 ,35,014 Pilling Building,014,0253
014-0253,2224 ,35,014 Pilling Building,014,0253
014-0255,2182 ,30,014 Pilling Building,014,0255
014-0255,2184 ,30,014 Pilling Building,014,0255
014-0255,2188 ,30,014 Pilling Building,014,0255
014-0255,2192 ,30,014 Pilling Building,014,0255
014-0255,2194 ,30,014 Pilling Building,014,0255
014-0255,2198 ,30,014 Pilling Building,014,0255
014-0255,2202 ,30,014 Pilling Building,014,0255
014-0255,2218 ,30,014 Pilling Building,014,0255
014-0255,2222 ,30,014 Pilling Building,014,0255
014-0255,2224 ,30,014 Pilling Building,014,0255
014-0256,2182 ,30,014 Pilling Building,014,0256
014-0256,2184 ,30,014 Pilling Building,014,0256
014-0256,2188 ,30,014 Pilling Building,014,0256
014-0256,2192 ,30,014 Pilling Building,014,0256
014-0256,2194 ,30,014 Pilling Building,014,0256
014-0256,2198 ,30,014 Pilling Building,014,0256
014-0256,2202 ,30,014 Pilling Building,014,0256
014-0256,2218 ,30,014 Pilling Building,014,0256
014-0256,2222 ,30,014 Pilling Building,014,0256
014-0256,2224 ,30,014 Pilling Building,014,0256
014-0257,2182 ,30,014 Pilling Building,014,0257
014-0257,2184 ,30,014 Pilling Building,014,0257
014-0257,2188 ,30,014 Pilling Building,014,0257
014-0257,2192 ,30,014 Pilling Building,014,0257
014-0257,2194 ,30,014 Pilling Building,014,0257
014-0257,2198 ,30,014 Pilling Building,014,0257
014-0257,2202 ,30,014 Pilling Building,014,0257
014-0257,2218 ,30,014 Pilling Building,014,0257
014-0257,2222 ,30,014 Pilling Building,014,0257
014-0257,2224 ,30,014 Pilling Building,014,0257
014-0301,2182 ,35,014 Pilling Building,014,0301
014-0301,2184 ,35,014 Pilling Building,014,0301
014-0301,2186 ,35,014 Pilling Building,014,0301
014-0301,2188 ,35,014 Pilling Building,014,0301
014-0301,2192 ,35,014 Pilling Building,014,0301
014-0301,2194 ,35,014 Pilling Building,014,0301
014-0301,2196 ,35,014 Pilling Building,014,0301
014-0301,2198 ,35,014 Pilling Building,014,0301
014-0301,2202 ,35,014 Pilling Building,014,0301
014-0301,2208 ,35,014 Pilling Building,014,0301
014-0301,2218 ,35,014 Pilling Building,014,0301
014-0301,2222 ,35,014 Pilling Building,014,0301
014-0301,2224 ,35,014 Pilling Building,014,0301
014-0302,2182 ,24,014 Pilling Building,014,0302
014-0302,2184 ,24,014 Pilling Building,014,0302
014-0302,2188 ,24,014 Pilling Building,014,0302
014-0302,2192 ,24,014 Pilling Building,014,0302
014-0302,2194 ,24,014 Pilling Building,014,0302
014-0302,2196 ,24,014 Pilling Building,014,0302
014-0302,2198 ,24,014 Pilling Building,014,0302
014-0302,2202 ,24,014 Pilling Building,014,0302
014-0302,2218 ,24,014 Pilling Building,014,0302
014-0302,2222 ,24,014 Pilling Building,014,0302
014-0302,2224 ,24,014 Pilling Building,014,0302
014-0303,2182 ,24,014 Pilling Building,014,0303
014-0303,2184 ,24,014 Pilling Building,014,0303
014-0303,2188 ,24,014 Pilling Building,014,0303
014-0303,2192 ,24,014 Pilling Building,014,0303
014-0303,2194 ,24,014 Pilling Building,014,0303
014-0303,2198 ,24,014 Pilling Building,014,0303
014-0303,2202 ,24,014 Pilling Building,014,0303
014-0303,2218 ,24,014 Pilling Building,014,0303
014-0303,2222 ,24,014 Pilling Building,014,0303
014-0303,2224 ,24,014 Pilling Building,014,0303
014-0309,2182 ,24,014 Pilling Building,014,0309
014-0309,2184 ,24,014 Pilling Building,014,0309
014-0309,2188 ,24,014 Pilling Building,014,0309
014-0309,2192 ,24,014 Pilling Building,014,0309
014-0309,2194 ,24,014 Pilling Building,014,0309
014-0309,2202 ,24,014 Pilling Building,014,0309
014-0309,2222 ,24,014 Pilling Building,014,0309
014-0309,2224 ,24,014 Pilling Building,014,0309
016-0001,2184 ,999,016 Beef Unit Judging Pavilion,016,0001
016-0001,2188 ,999,016 Beef Unit Judging Pavilion,016,0001
016-0001,2194 ,999,016 Beef Unit Judging Pavilion,016,0001
016-0001,2208 ,999,016 Beef Unit Judging Pavilion,016,0001
017-0015,2182 ,1,017 Crops Unit,017,0015
017-0015,2184 ,1,017 Crops Unit,017,0015
017-0015,2186 ,1,017 Crops Unit,017,0015
017-0015,2188 ,1,017 Crops Unit,017,0015
017-0015A,2192 ,1,017 Crops Unit,017,0015A
017-0015A,2194 ,1,017 Crops Unit,017,0015A
017-0015A,2196 ,1,017 Crops Unit,017,0015A
017-0015A,2198 ,1,017 Crops Unit,017,0015A
017-0015A,2202 ,1,017 Crops Unit,017,0015A
017-0015A,2208 ,1,017 Crops Unit,017,0015A
017-0015A,2212 ,1,017 Crops Unit,017,0015A
017-0015A,2214 ,1,017 Crops Unit,017,0015A
017-0015A,2218 ,1,017 Crops Unit,017,0015A
017-0015A,2222 ,1,017 Crops Unit,017,0015A
017-0015A,2224 ,1,017 Crops Unit,017,0015A
017-0017,2214 ,24,017 Crops Unit,017,0017
017J-0101,2182 ,18,017J Crops Unit Lab,017J,0101
017J-0101,2184 ,18,017J Crops Unit Lab,017J,0101
017J-0101,2188 ,18,017J Crops Unit Lab,017J,0101
017J-0101,2192 ,18,017J Crops Unit Lab,017J,0101
017J-0101,2194 ,18,017J Crops Unit Lab,017J,0101
017J-0101,2198 ,18,017J Crops Unit Lab,017J,0101
017J-0101,2202 ,18,017J Crops Unit Lab,017J,0101
017J-0101,2208 ,18,017J Crops Unit Lab,017J,0101
017J-0101,2212 ,18,017J Crops Unit Lab,017J,0101
017J-0101,2214 ,18,017J Crops Unit Lab,017J,0101
017J-0101,2218 ,18,017J Crops Unit Lab,017J,0101
017J-0101,2222 ,18,017J Crops Unit Lab,017J,0101
017J-0101,2224 ,18,017J Crops Unit Lab,017J,0101
017J-0102,2182 ,18,017J Crops Unit Lab,017J,0102
017J-0102,2184 ,18,017J Crops Unit Lab,017J,0102
017J-0102,2186 ,18,017J Crops Unit Lab,017J,0102
017J-0102,2188 ,18,017J Crops Unit Lab,017J,0102
017J-0102,2192 ,18,017J Crops Unit Lab,017J,0102
017J-0102,2194 ,18,017J Crops Unit Lab,017J,0102
017J-0102,2198 ,18,017J Crops Unit Lab,017J,0102
017J-0102,2202 ,18,017J Crops Unit Lab,017J,0102
017J-0102,2208 ,18,017J Crops Unit Lab,017J,0102
017J-0102,2218 ,18,017J Crops Unit Lab,017J,0102
017J-0102,2224 ,18,017J Crops Unit Lab,017J,0102
018-0000,2212 ,999,018 Dairy Science Milking Parlor,018,0000
018-0200,2182 ,24,018 Dairy Science Milking Parlor,018,0200
018-0200,2192 ,24,018 Dairy Science Milking Parlor,018,0200
018-0200,2202 ,24,018 Dairy Science Milking Parlor,018,0200
018-0200,2212 ,24,018 Dairy Science Milking Parlor,018,0200
018-0200,2222 ,24,018 Dairy Science Milking Parlor,018,0200
018-0203,2182 ,30,018 Dairy Science Milking Parlor,018,0203
018-0203,2184 ,30,018 Dairy Science Milking Parlor,018,0203
018-0203,2188 ,30,018 Dairy Science Milking Parlor,018,0203
018-0203,2192 ,30,018 Dairy Science Milking Parlor,018,0203
018-0203,2194 ,30,018 Dairy Science Milking Parlor,018,0203
018-0203,2198 ,30,018 Dairy Science Milking Parlor,018,0203
018-0203,2202 ,30,018 Dairy Science Milking Parlor,018,0203
018-0203,2208 ,30,018 Dairy Science Milking Parlor,018,0203
018-0203,2214 ,30,018 Dairy Science Milking Parlor,018,0203
018-0203,2218 ,30,018 Dairy Science Milking Parlor,018,0203
018-0203,2222 ,30,018 Dairy Science Milking Parlor,018,0203
018-0203,2224 ,30,018 Dairy Science Milking Parlor,018,0203
018-0204,2182 ,24,018 Dairy Science Milking Parlor,018,0204
018-0204,2184 ,24,018 Dairy Science Milking Parlor,018,0204
018-0204,2188 ,24,018 Dairy Science Milking Parlor,018,0204
018-0204,2192 ,24,018 Dairy Science Milking Parlor,018,0204
018-0204,2194 ,24,018 Dairy Science Milking Parlor,018,0204
018-0204,2198 ,24,018 Dairy Science Milking Parlor,018,0204
018-0204,2202 ,24,018 Dairy Science Milking Parlor,018,0204
018-0204,2208 ,24,018 Dairy Science Milking Parlor,018,0204
018-0204,2218 ,24,018 Dairy Science Milking Parlor,018,0204
018-0204,2222 ,24,018 Dairy Science Milking Parlor,018,0204
018-0204,2224 ,24,018 Dairy Science Milking Parlor,018,0204
018A-0123,2202 ,40,018A Dairy Products Technology Center,018A,0123
018A-0123,2218 ,40,018A Dairy Products Technology Center,018A,0123
018A-111C,2208 ,12,018A Dairy Products Technology Center,018A,111C
018A-111C,2212 ,12,018A Dairy Products Technology Center,018A,111C
018A-111C,2214 ,12,018A Dairy Products Technology Center,018A,111C
020-0100,2182 ,16,020 Engineering East,020,0100
020-0100,2184 ,16,020 Engineering East,020,0100
020-0100,2188 ,16,020 Engineering East,020,0100
020-0100,2192 ,16,020 Engineering East,020,0100
020-0100,2194 ,16,020 Engineering East,020,0100
020-0100,2198 ,16,020 Engineering East,020,0100
020-0100,2202 ,16,020 Engineering East,020,0100
020-0100,2218 ,16,020 Engineering East,020,0100
020-0100,2222 ,16,020 Engineering East,020,0100
020-0101,2224 ,12,020 Engineering East,020,0101
020-0102,2182 ,16,020 Engineering East,020,0102
020-0102,2184 ,16,020 Engineering East,020,0102
020-0102,2186 ,16,020 Engineering East,020,0102
020-0102,2188 ,16,020 Engineering East,020,0102
020-0102,2192 ,16,020 Engineering East,020,0102
020-0102,2194 ,16,020 Engineering East,020,0102
020-0102,2196 ,16,020 Engineering East,020,0102
020-0102,2198 ,16,020 Engineering East,020,0102
020-0102,2202 ,16,020 Engineering East,020,0102
020-0102,2218 ,16,020 Engineering East,020,0102
020-0102,2222 ,16,020 Engineering East,020,0102
020-0102,2224 ,16,020 Engineering East,020,0102
020-0104,2182 ,16,020 Engineering East,020,0104
020-0104,2188 ,16,020 Engineering East,020,0104
020-0104,2192 ,16,020 Engineering East,020,0104
020-0104,2194 ,16,020 Engineering East,020,0104
020-0104,2198 ,16,020 Engineering East,020,0104
020-0104,2202 ,16,020 Engineering East,020,0104
020-0104,2218 ,16,020 Engineering East,020,0104
020-0104,2222 ,16,020 Engineering East,020,0104
020-0105,2182 ,8,020 Engineering East,020,0105
020-0105,2188 ,8,020 Engineering East,020,0105
020-0105,2192 ,8,020 Engineering East,020,0105
020-0105,2194 ,8,020 Engineering East,020,0105
020-0105,2198 ,8,020 Engineering East,020,0105
020-0105,2202 ,8,020 Engineering East,020,0105
020-0105,2208 ,8,020 Engineering East,020,0105
020-0105,2212 ,8,020 Engineering East,020,0105
020-0112,2182 ,16,020 Engineering East,020,0112
020-0112,2184 ,16,020 Engineering East,020,0112
020-0112,2188 ,16,020 Engineering East,020,0112
020-0112,2192 ,16,020 Engineering East,020,0112
020-0112,2194 ,16,020 Engineering East,020,0112
020-0112,2198 ,16,020 Engineering East,020,0112
020-0112,2202 ,16,020 Engineering East,020,0112
020-0112,2218 ,16,020 Engineering East,020,0112
020-0112,2222 ,16,020 Engineering East,020,0112
020-0112,2224 ,16,020 Engineering East,020,0112
020-0113,2182 ,16,020 Engineering East,020,0113
020-0113,2184 ,16,020 Engineering East,020,0113
020-0113,2188 ,16,020 Engineering East,020,0113
020-0113,2192 ,16,020 Engineering East,020,0113
020-0113,2194 ,16,020 Engineering East,020,0113
020-0113,2198 ,16,020 Engineering East,020,0113
020-0113,2202 ,16,020 Engineering East,020,0113
020-0113,2218 ,16,020 Engineering East,020,0113
020-0113,2222 ,16,020 Engineering East,020,0113
020-0113,2224 ,16,020 Engineering East,020,0113
020-0116,2182 ,16,020 Engineering East,020,0116
020-0116,2184 ,16,020 Engineering East,020,0116
020-0116,2188 ,16,020 Engineering East,020,0116
020-0116,2192 ,16,020 Engineering East,020,0116
020-0116,2194 ,16,020 Engineering East,020,0116
020-0116,2198 ,16,020 Engineering East,020,0116
020-0116,2202 ,16,020 Engineering East,020,0116
020-0116,2212 ,16,020 Engineering East,020,0116
020-0116,2218 ,16,020 Engineering East,020,0116
020-0116,2222 ,16,020 Engineering East,020,0116
020-0116,2224 ,16,020 Engineering East,020,0116
020-0118,2202 ,1,020 Engineering East,020,0118
020-0124,2182 ,24,020 Engineering East,020,0124
020-0124,2184 ,24,020 Engineering East,020,0124
020-0124,2188 ,24,020 Engineering East,020,0124
020-0124,2192 ,24,020 Engineering East,020,0124
020-0124,2194 ,24,020 Engineering East,020,0124
020-0124,2202 ,24,020 Engineering East,020,0124
020-0124,2218 ,24,020 Engineering East,020,0124
020-0124,2222 ,24,020 Engineering East,020,0124
020-0126,2182 ,16,020 Engineering East,020,0126
020-0126,2184 ,16,020 Engineering East,020,0126
020-0126,2188 ,16,020 Engineering East,020,0126
020-0126,2192 ,16,020 Engineering East,020,0126
020-0126,2194 ,16,020 Engineering East,020,0126
020-0126,2196 ,16,020 Engineering East,020,0126
020-0126,2198 ,16,020 Engineering East,020,0126
020-0126,2202 ,16,020 Engineering East,020,0126
020-0126,2218 ,16,020 Engineering East,020,0126
020-0126,2222 ,16,020 Engineering East,020,0126
020-0126,2224 ,16,020 Engineering East,020,0126
020-0127,2182 ,16,020 Engineering East,020,0127
020-0127,2184 ,16,020 Engineering East,020,0127
020-0127,2188 ,16,020 Engineering East,020,0127
020-0127,2192 ,16,020 Engineering East,020,0127
020-0127,2194 ,16,020 Engineering East,020,0127
020-0127,2198 ,16,020 Engineering East,020,0127
020-0127,2202 ,16,020 Engineering East,020,0127
020-0127,2208 ,16,020 Engineering East,020,0127
020-0127,2212 ,16,020 Engineering East,020,0127
020-0127,2218 ,16,020 Engineering East,020,0127
020-0127,2222 ,16,020 Engineering East,020,0127
020-0127,2224 ,16,020 Engineering East,020,0127
020-0128,2182 ,40,020 Engineering East,020,0128
020-0128,2184 ,40,020 Engineering East,020,0128
020-0128,2186 ,40,020 Engineering East,020,0128
020-0128,2188 ,40,020 Engineering East,020,0128
020-0128,2192 ,40,020 Engineering East,020,0128
020-0128,2194 ,40,020 Engineering East,020,0128
020-0128,2196 ,40,020 Engineering East,020,0128
020-0128,2198 ,40,020 Engineering East,020,0128
020-0128,2202 ,40,020 Engineering East,020,0128
020-0128,2218 ,40,020 Engineering East,020,0128
020-0128,2222 ,40,020 Engineering East,020,0128
020-0128,2224 ,40,020 Engineering East,020,0128
020-0129,2182 ,40,020 Engineering East,020,0129
020-0129,2184 ,40,020 Engineering East,020,0129
